img_pair,is_related
face00379.jpg-face05685.jpg,0.171
face05930.jpg-face02889.jpg,0.192
face01034.jpg-face00516.jpg,0.076
face02207.jpg-face04362.jpg,0.192
face02128.jpg-face02473.jpg,0
face04181.jpg-face05071.jpg,0.146
face01199.jpg-face05688.jpg,0.151
face03940.jpg-face01198.jpg,0.063
face04970.jpg-face00555.jpg,0.153
face05551.jpg-face02573.jpg,0.091
face03426.jpg-face01130.jpg,0.131
face03853.jpg-face01391.jpg,0
face02875.jpg-face00782.jpg,0.057
face02313.jpg-face01965.jpg,0.127
face02121.jpg-face04238.jpg,0.187
face00512.jpg-face03236.jpg,0.132
face00343.jpg-face05015.jpg,0.079
face04952.jpg-face00227.jpg,0.104
face01301.jpg-face04698.jpg,0.155
face02820.jpg-face00060.jpg,0.03
face03829.jpg-face02113.jpg,0.066
face01688.jpg-face01165.jpg,0.178
face04745.jpg-face04422.jpg,0.188
face00908.jpg-face04042.jpg,0.089
face03808.jpg-face01634.jpg,0.15
face05145.jpg-face03100.jpg,0.071
face04904.jpg-face02979.jpg,0.034
face00744.jpg-face05666.jpg,0.098
face04997.jpg-face04027.jpg,0.039
face01830.jpg-face01575.jpg,0.121
face02650.jpg-face02459.jpg,0.332
face01955.jpg-face00704.jpg,0.178
face00826.jpg-face06015.jpg,0
face04876.jpg-face02582.jpg,0.106
face02093.jpg-face01792.jpg,0.193
face03477.jpg-face01887.jpg,0.089
face02114.jpg-face03774.jpg,0.13
face04364.jpg-face04579.jpg,0.213
face01734.jpg-face00520.jpg,0.119
face01370.jpg-face01643.jpg,0.184
face04168.jpg-face04452.jpg,0.039
face05461.jpg-face04162.jpg,0.211
face00377.jpg-face04834.jpg,0.01
face05478.jpg-face01937.jpg,0.118
face02308.jpg-face04811.jpg,0.107
face02696.jpg-face03585.jpg,0.124
face02415.jpg-face00324.jpg,0.152
face00799.jpg-face03306.jpg,0.053
face01066.jpg-face02720.jpg,0.117
face00880.jpg-face05781.jpg,0.139
face00060.jpg-face04514.jpg,0.057
face03286.jpg-face00205.jpg,0
face05326.jpg-face03091.jpg,0.168
face03876.jpg-face04291.jpg,0.333
face02653.jpg-face01781.jpg,0.111
face01390.jpg-face05660.jpg,0.131
face04630.jpg-face00977.jpg,0.038
face02976.jpg-face00657.jpg,0.15
face00726.jpg-face03384.jpg,0.132
face04544.jpg-face00484.jpg,0.108
face04403.jpg-face02433.jpg,0.078
face04517.jpg-face04713.jpg,0.112
face02266.jpg-face05683.jpg,0.073
face00764.jpg-face02615.jpg,0.186
face01247.jpg-face00350.jpg,0.15
face04904.jpg-face05885.jpg,0.17
face03150.jpg-face04188.jpg,0.054
face04843.jpg-face02958.jpg,0.031
face04654.jpg-face04038.jpg,0.162
face00527.jpg-face05703.jpg,0.192
face05019.jpg-face02614.jpg,0.274
face03150.jpg-face00417.jpg,0.144
face00608.jpg-face01289.jpg,0.016
face00908.jpg-face04885.jpg,0.185
face05231.jpg-face02001.jpg,0.045
face00337.jpg-face02415.jpg,0.148
face01437.jpg-face04382.jpg,0.128
face04274.jpg-face02416.jpg,0.081
face01522.jpg-face04881.jpg,0.125
face02777.jpg-face01365.jpg,0.129
face03581.jpg-face05048.jpg,0.167
face02101.jpg-face05023.jpg,0.107
face00147.jpg-face00645.jpg,0.138
face03128.jpg-face00859.jpg,0.154
face02338.jpg-face04522.jpg,0.024
face03031.jpg-face04256.jpg,0.202
face01504.jpg-face00168.jpg,0.157
face01120.jpg-face03285.jpg,0.091
face02948.jpg-face00869.jpg,0.121
face05066.jpg-face01285.jpg,0.056
face04928.jpg-face03087.jpg,0.019
face02231.jpg-face03508.jpg,0.129
face02168.jpg-face00472.jpg,0.118
face01103.jpg-face03738.jpg,0.167
face01431.jpg-face05922.jpg,0.115
face03064.jpg-face02462.jpg,0.136
face04643.jpg-face05721.jpg,0.073
face03449.jpg-face00949.jpg,0.079
face02418.jpg-face06115.jpg,0
face01366.jpg-face04967.jpg,0.086
face03801.jpg-face03985.jpg,0.07
face01433.jpg-face05102.jpg,0.192
face04194.jpg-face04032.jpg,0.044
face02422.jpg-face02458.jpg,0.166
face02825.jpg-face03004.jpg,0.121
face03458.jpg-face01582.jpg,0.147
face03395.jpg-face01264.jpg,0.04
face03017.jpg-face00086.jpg,0.17
face05324.jpg-face05771.jpg,0.333
face05542.jpg-face02851.jpg,0.112
face04283.jpg-face01182.jpg,0.068
face01222.jpg-face06005.jpg,0.084
face05609.jpg-face05866.jpg,0.032
face03972.jpg-face04024.jpg,0.176
face00219.jpg-face04353.jpg,0.062
face01516.jpg-face05191.jpg,0.067
face03828.jpg-face03671.jpg,0.136
face05633.jpg-face04869.jpg,0.126
face03253.jpg-face00378.jpg,0.107
face00332.jpg-face03338.jpg,0.071
face03311.jpg-face02660.jpg,0.106
face04521.jpg-face05961.jpg,0.093
face00007.jpg-face01805.jpg,0.126
face05224.jpg-face02127.jpg,0.144
face05410.jpg-face04814.jpg,0.087
face04443.jpg-face05093.jpg,0.134
face04928.jpg-face05209.jpg,0.122
face02869.jpg-face00943.jpg,0.092
face02577.jpg-face05858.jpg,0.127
face01294.jpg-face05331.jpg,0.144
face00542.jpg-face01436.jpg,0.162
face04407.jpg-face01248.jpg,0.068
face01262.jpg-face03261.jpg,0.15
face00359.jpg-face00923.jpg,0.14
face01562.jpg-face04240.jpg,0.172
face04518.jpg-face00974.jpg,0.116
face04066.jpg-face04217.jpg,0.157
face03121.jpg-face06048.jpg,0.119
face03513.jpg-face05457.jpg,0.032
face03562.jpg-face02090.jpg,0.12
face05766.jpg-face00642.jpg,0.196
face00474.jpg-face02453.jpg,0.333
face05258.jpg-face04502.jpg,0.111
face03053.jpg-face03409.jpg,0.12
face01409.jpg-face04941.jpg,0.177
face00274.jpg-face04804.jpg,0.065
face01169.jpg-face05858.jpg,0.162
face05705.jpg-face04044.jpg,0.159
face05596.jpg-face05668.jpg,0.093
face03652.jpg-face01237.jpg,0.079
face02519.jpg-face01890.jpg,0.141
face01405.jpg-face05189.jpg,0.013
face02108.jpg-face01324.jpg,0.134
face01127.jpg-face01550.jpg,0.134
face02501.jpg-face03245.jpg,0.117
face03115.jpg-face03897.jpg,0.097
face01425.jpg-face00729.jpg,0.132
face01461.jpg-face04194.jpg,0.108
face03900.jpg-face03746.jpg,0.102
face00033.jpg-face04890.jpg,0.04
face05231.jpg-face04515.jpg,0.129
face02126.jpg-face05634.jpg,0.08
face03672.jpg-face01001.jpg,0.141
face01290.jpg-face04534.jpg,0.16
face03906.jpg-face05659.jpg,0.044
face01102.jpg-face01553.jpg,0.123
face01258.jpg-face05461.jpg,0.14
face01138.jpg-face00985.jpg,0.126
face05648.jpg-face02534.jpg,0.083
face04894.jpg-face05394.jpg,0.093
face02540.jpg-face03447.jpg,0.139
face01119.jpg-face00366.jpg,0.151
face00965.jpg-face03255.jpg,0.017
face00108.jpg-face00333.jpg,0.112
face03009.jpg-face03197.jpg,0.075
face06030.jpg-face02065.jpg,0.116
face05423.jpg-face04422.jpg,0.148
face03420.jpg-face05773.jpg,0.115
face01409.jpg-face04050.jpg,0.077
face00709.jpg-face03168.jpg,0.081
face03580.jpg-face02385.jpg,0.115
face01364.jpg-face05728.jpg,0.1
face01805.jpg-face03460.jpg,0.166
face04095.jpg-face00157.jpg,0.067
face00427.jpg-face04753.jpg,0.013
face05511.jpg-face04061.jpg,0.023
face03503.jpg-face00015.jpg,0.231
face03873.jpg-face01983.jpg,0.119
face00432.jpg-face02597.jpg,0.16
face02305.jpg-face01584.jpg,0.143
face05979.jpg-face02303.jpg,0.197
face03992.jpg-face00493.jpg,0.08
face04999.jpg-face00200.jpg,0
face00034.jpg-face02420.jpg,0.144
face04053.jpg-face02460.jpg,0.116
face04278.jpg-face00487.jpg,0
face04278.jpg-face05557.jpg,0
face04171.jpg-face03605.jpg,0.176
face04933.jpg-face00295.jpg,0.178
face01390.jpg-face00592.jpg,0.192
face04225.jpg-face05101.jpg,0.183
face01872.jpg-face04294.jpg,0.014
face04404.jpg-face04304.jpg,0.001
face03879.jpg-face00278.jpg,0.065
face03612.jpg-face00605.jpg,0.174
face01480.jpg-face02651.jpg,0.068
face01093.jpg-face03880.jpg,0.168
face00595.jpg-face00704.jpg,0.19
face03377.jpg-face02601.jpg,0.163
face01887.jpg-face05255.jpg,0.148
face01774.jpg-face03653.jpg,0
face03416.jpg-face05923.jpg,0.041
face04548.jpg-face00557.jpg,0.141
face06057.jpg-face03337.jpg,0.136
face05421.jpg-face00377.jpg,0
face05236.jpg-face00756.jpg,0.129
face01302.jpg-face03927.jpg,0.333
face06106.jpg-face05043.jpg,0.187
face03967.jpg-face02978.jpg,0.085
face01081.jpg-face02487.jpg,0.095
face03250.jpg-face03631.jpg,0.18
face03377.jpg-face01769.jpg,0.086
face04693.jpg-face02518.jpg,0.138
face01361.jpg-face00293.jpg,0.149
face06013.jpg-face00537.jpg,0.045
face02525.jpg-face00024.jpg,0.18
face05702.jpg-face05676.jpg,0.185
face01914.jpg-face00011.jpg,0.154
face04866.jpg-face01859.jpg,0.079
face04945.jpg-face03473.jpg,0.122
face03802.jpg-face06055.jpg,0
face02488.jpg-face06012.jpg,0.091
face03693.jpg-face00540.jpg,0.108
face00060.jpg-face05573.jpg,0.186
face03100.jpg-face02584.jpg,0.183
face02424.jpg-face01142.jpg,0.091
face02949.jpg-face03286.jpg,0.333
face00261.jpg-face05583.jpg,0.179
face03972.jpg-face03530.jpg,0.092
face00155.jpg-face02664.jpg,0.003
face04771.jpg-face05282.jpg,0.119
face01170.jpg-face04538.jpg,0.075
face00393.jpg-face02585.jpg,0.113
face03801.jpg-face03059.jpg,0.074
face05674.jpg-face01267.jpg,0.089
face03933.jpg-face00655.jpg,0.033
face03520.jpg-face03961.jpg,0.089
face04653.jpg-face03368.jpg,0.07
face03942.jpg-face00821.jpg,0.167
face01922.jpg-face04362.jpg,0.047
face01528.jpg-face00725.jpg,0
face01684.jpg-face03533.jpg,0.117
face05942.jpg-face05275.jpg,0.13
face03801.jpg-face02542.jpg,0.096
face03934.jpg-face00379.jpg,0.045
face01989.jpg-face05142.jpg,0.15
face03730.jpg-face03378.jpg,0.056
face01422.jpg-face02844.jpg,0.071
face05895.jpg-face00104.jpg,0.185
face04485.jpg-face05256.jpg,0.108
face05888.jpg-face01909.jpg,0.037
face01015.jpg-face01796.jpg,0.192
face03377.jpg-face04576.jpg,0.197
face04622.jpg-face02785.jpg,0.325
face05466.jpg-face00149.jpg,0.087
face03043.jpg-face05705.jpg,0.051
face04232.jpg-face05867.jpg,0
face02429.jpg-face03847.jpg,0.128
face05585.jpg-face03659.jpg,0.067
face02515.jpg-face04670.jpg,0.135
face02017.jpg-face02988.jpg,0.061
face04565.jpg-face01702.jpg,0.119
face04548.jpg-face03632.jpg,0.156
face01498.jpg-face00137.jpg,0.044
face01147.jpg-face05303.jpg,0.15
face00487.jpg-face05557.jpg,0.171
face06090.jpg-face03399.jpg,0.069
face03505.jpg-face00482.jpg,0.148
face03323.jpg-face04892.jpg,0.127
face04971.jpg-face04338.jpg,0.194
face03777.jpg-face04226.jpg,0.137
face00367.jpg-face05592.jpg,0.108
face03316.jpg-face02074.jpg,0.155
face00547.jpg-face00671.jpg,0.074
face05982.jpg-face00421.jpg,0.165
face00009.jpg-face02393.jpg,0.025
face01424.jpg-face01679.jpg,0.11
face00958.jpg-face02245.jpg,0.124
face00357.jpg-face04085.jpg,0.08
face00715.jpg-face03193.jpg,0.23
face04436.jpg-face02899.jpg,0.247
face05466.jpg-face00686.jpg,0.075
face00667.jpg-face01209.jpg,0.13
face00991.jpg-face05114.jpg,0.066
face01422.jpg-face00377.jpg,0.092
face01368.jpg-face04993.jpg,0.19
face00792.jpg-face05240.jpg,0.115
face00389.jpg-face01432.jpg,0.171
face04643.jpg-face01958.jpg,0.064
face02271.jpg-face04889.jpg,0.165
face01714.jpg-face02613.jpg,0.129
face01188.jpg-face02507.jpg,0.203
face04187.jpg-face00783.jpg,0.161
face03875.jpg-face02515.jpg,0.17
face01660.jpg-face03026.jpg,0.138
face01648.jpg-face05801.jpg,0.102
face02524.jpg-face03414.jpg,0.048
face02811.jpg-face02880.jpg,0.141
face02143.jpg-face01382.jpg,0.091
face04756.jpg-face02447.jpg,0.121
face02027.jpg-face04344.jpg,0.205
face05846.jpg-face04410.jpg,0.141
face05504.jpg-face00299.jpg,0.106
face00217.jpg-face05556.jpg,0.07
face05207.jpg-face03619.jpg,0.201
face03435.jpg-face04204.jpg,0.19
face03048.jpg-face03297.jpg,0.159
face04785.jpg-face04438.jpg,0.145
face04898.jpg-face03754.jpg,0.05
face01978.jpg-face00942.jpg,0.101
face03163.jpg-face04984.jpg,0.333
face02357.jpg-face02059.jpg,0.094
face01035.jpg-face00998.jpg,0.203
face02434.jpg-face02621.jpg,0.1
face02239.jpg-face01188.jpg,0.173
face02270.jpg-face05528.jpg,0.033
face02442.jpg-face03097.jpg,0.11
face00893.jpg-face03129.jpg,0.111
face00699.jpg-face04845.jpg,0.056
face05419.jpg-face03733.jpg,0.074
face04486.jpg-face01517.jpg,0.214
face01298.jpg-face00562.jpg,0.168
face05508.jpg-face03440.jpg,0.081
face00932.jpg-face04906.jpg,0.145
face04930.jpg-face04136.jpg,0.159
face05137.jpg-face02744.jpg,0.091
face05246.jpg-face04591.jpg,0.056
face02326.jpg-face00936.jpg,0
face03441.jpg-face02912.jpg,0.113
face01368.jpg-face00501.jpg,0.086
face00060.jpg-face05498.jpg,0.06
face02092.jpg-face00060.jpg,0.159
face03909.jpg-face02117.jpg,0.109
face03872.jpg-face04574.jpg,0.179
face05972.jpg-face00941.jpg,0.187
face01446.jpg-face04045.jpg,0.085
face06112.jpg-face04901.jpg,0.206
face02632.jpg-face04576.jpg,0
face03358.jpg-face05944.jpg,0.018
face05226.jpg-face03345.jpg,0.124
face05636.jpg-face04104.jpg,0.185
face04278.jpg-face01117.jpg,0
face04732.jpg-face03423.jpg,0.185
face00487.jpg-face00761.jpg,0.201
face02411.jpg-face05819.jpg,0.1
face01775.jpg-face01772.jpg,0.141
face03023.jpg-face00026.jpg,0.163
face02013.jpg-face04667.jpg,0.16
face03635.jpg-face00966.jpg,0.075
face01621.jpg-face02879.jpg,0.076
face01210.jpg-face00293.jpg,0.145
face03688.jpg-face00627.jpg,0.018
face00552.jpg-face05856.jpg,0.095
face05812.jpg-face03504.jpg,0.169
face04837.jpg-face01336.jpg,0.33
face01696.jpg-face02311.jpg,0.139
face04513.jpg-face01846.jpg,0.158
face01708.jpg-face05203.jpg,0.151
face00130.jpg-face06097.jpg,0.074
face04076.jpg-face00059.jpg,0.212
face04366.jpg-face06016.jpg,0.103
face02033.jpg-face05372.jpg,0.198
face02699.jpg-face04523.jpg,0.11
face01470.jpg-face01988.jpg,0.229
face01503.jpg-face03608.jpg,0.155
face05492.jpg-face03681.jpg,0.076
face01333.jpg-face01879.jpg,0
face01942.jpg-face04548.jpg,0.053
face05047.jpg-face00178.jpg,0.194
face04497.jpg-face00208.jpg,0.052
face02004.jpg-face01336.jpg,0.33
face04278.jpg-face02891.jpg,0
face02549.jpg-face02601.jpg,0.111
face01476.jpg-face00276.jpg,0.035
face02614.jpg-face04705.jpg,0
face02408.jpg-face00883.jpg,0.173
face05722.jpg-face05643.jpg,0.158
face05623.jpg-face05100.jpg,0.333
face04137.jpg-face03717.jpg,0.137
face02401.jpg-face04725.jpg,0.119
face00969.jpg-face02896.jpg,0.076
face01278.jpg-face04010.jpg,0.151
face01654.jpg-face05038.jpg,0.333
face06043.jpg-face02270.jpg,0.088
face03124.jpg-face03723.jpg,0.11
face00654.jpg-face02438.jpg,0.149
face02268.jpg-face04167.jpg,0
face05892.jpg-face05537.jpg,0.169
face00060.jpg-face01796.jpg,0.114
face03014.jpg-face05578.jpg,0.191
face00674.jpg-face02854.jpg,0.248
face04840.jpg-face02356.jpg,0.072
face05089.jpg-face01448.jpg,0.196
face05580.jpg-face05686.jpg,0.151
face01347.jpg-face05762.jpg,0.259
face02443.jpg-face04023.jpg,0.088
face03419.jpg-face05354.jpg,0.028
face04708.jpg-face00861.jpg,0.06
face01422.jpg-face05232.jpg,0.146
face04300.jpg-face05360.jpg,0.164
face03115.jpg-face02973.jpg,0.1
face05622.jpg-face04144.jpg,0.143
face05806.jpg-face00884.jpg,0.134
face02040.jpg-face03676.jpg,0.137
face03137.jpg-face05204.jpg,0.116
face00539.jpg-face02865.jpg,0.026
face04384.jpg-face04322.jpg,0.082
face01528.jpg-face03831.jpg,0.001
face02349.jpg-face06005.jpg,0.079
face05200.jpg-face02048.jpg,0.029
face02123.jpg-face05706.jpg,0.063
face01681.jpg-face05477.jpg,0.105
face05998.jpg-face03050.jpg,0.121
face03766.jpg-face01390.jpg,0.074
face03972.jpg-face05593.jpg,0.023
face01531.jpg-face05280.jpg,0.142
face02697.jpg-face01605.jpg,0.172
face05648.jpg-face00433.jpg,0.169
face02824.jpg-face05748.jpg,0.181
face01004.jpg-face03695.jpg,0.04
face02080.jpg-face05467.jpg,0.205
face04335.jpg-face01226.jpg,0.106
face05350.jpg-face00229.jpg,0.12
face04971.jpg-face03911.jpg,0.1
face02629.jpg-face00503.jpg,0.193
face00041.jpg-face04286.jpg,0.078
face06006.jpg-face05703.jpg,0.143
face04315.jpg-face04209.jpg,0.09
face03775.jpg-face04421.jpg,0.153
face03208.jpg-face05827.jpg,0.116
face01066.jpg-face04051.jpg,0.145
face02495.jpg-face00713.jpg,0.165
face01196.jpg-face02770.jpg,0.145
face04497.jpg-face00386.jpg,0.158
face02241.jpg-face04173.jpg,0.224
face01111.jpg-face02398.jpg,0.044
face03372.jpg-face02162.jpg,0.158
face01269.jpg-face01792.jpg,0.132
face04078.jpg-face01374.jpg,0.058
face01426.jpg-face00264.jpg,0.175
face05866.jpg-face00063.jpg,0.05
face00373.jpg-face04913.jpg,0.101
face00589.jpg-face03295.jpg,0.157
face05666.jpg-face02681.jpg,0.207
face01354.jpg-face06032.jpg,0.067
face01866.jpg-face05868.jpg,0.123
face01606.jpg-face05625.jpg,0.189
face04100.jpg-face05621.jpg,0.086
face04368.jpg-face02098.jpg,0.155
face01298.jpg-face00149.jpg,0.193
face01476.jpg-face03072.jpg,0.095
face05941.jpg-face02998.jpg,0.126
face01561.jpg-face04251.jpg,0.156
face00858.jpg-face04243.jpg,0.043
face04073.jpg-face00735.jpg,0.09
face03926.jpg-face02187.jpg,0.104
face02798.jpg-face05797.jpg,0.135
face01338.jpg-face05314.jpg,0.098
face05088.jpg-face06083.jpg,0.165
face03506.jpg-face02829.jpg,0.14
face05951.jpg-face03841.jpg,0.143
face00685.jpg-face05406.jpg,0.181
face01161.jpg-face02131.jpg,0.18
face01050.jpg-face01631.jpg,0.074
face05422.jpg-face01901.jpg,0.183
face00786.jpg-face02051.jpg,0.138
face02646.jpg-face04749.jpg,0.218
face05858.jpg-face03685.jpg,0.139
face06095.jpg-face03337.jpg,0.147
face03960.jpg-face02188.jpg,0.255
face05764.jpg-face05690.jpg,0.065
face06116.jpg-face05521.jpg,0
face00806.jpg-face01047.jpg,0.195
face00431.jpg-face05281.jpg,0.039
face04007.jpg-face01057.jpg,0.077
face04122.jpg-face03511.jpg,0.064
face04113.jpg-face04651.jpg,0.131
face00729.jpg-face04618.jpg,0.189
face04456.jpg-face03989.jpg,0.112
face01471.jpg-face01576.jpg,0.32
face01683.jpg-face01949.jpg,0.146
face00868.jpg-face04781.jpg,0.159
face00624.jpg-face03352.jpg,0.13
face02990.jpg-face04029.jpg,0.18
face05643.jpg-face00177.jpg,0.087
face03635.jpg-face00188.jpg,0.098
face01088.jpg-face02628.jpg,0.146
face04849.jpg-face00522.jpg,0.156
face05957.jpg-face05268.jpg,0.13
face02451.jpg-face02718.jpg,0.113
face03140.jpg-face05803.jpg,0.087
face04873.jpg-face03435.jpg,0.145
face05056.jpg-face00167.jpg,0.133
face06096.jpg-face00202.jpg,0.126
face03694.jpg-face01810.jpg,0.1
face00282.jpg-face02640.jpg,0.077
face00074.jpg-face01526.jpg,0.144
face04814.jpg-face01038.jpg,0.093
face00276.jpg-face02291.jpg,0.056
face03466.jpg-face00151.jpg,0.114
face01980.jpg-face01702.jpg,0.114
face02402.jpg-face05452.jpg,0.1
face05572.jpg-face01793.jpg,0.333
face05812.jpg-face05947.jpg,0.034
face05194.jpg-face02541.jpg,0
face04862.jpg-face00113.jpg,0.136
face02499.jpg-face04997.jpg,0.159
face03591.jpg-face05912.jpg,0.055
face05358.jpg-face03379.jpg,0.14
face00150.jpg-face00614.jpg,0.117
face01783.jpg-face04326.jpg,0.175
face05286.jpg-face01781.jpg,0.163
face02534.jpg-face01989.jpg,0.152
face00780.jpg-face04256.jpg,0
face01062.jpg-face01133.jpg,0.182
face01231.jpg-face04390.jpg,0.151
face02722.jpg-face01875.jpg,0.107
face03837.jpg-face01619.jpg,0.134
face02998.jpg-face05142.jpg,0.149
face05604.jpg-face00149.jpg,0.1
face00137.jpg-face01215.jpg,0.184
face02118.jpg-face04742.jpg,0.138
face02159.jpg-face04455.jpg,0.152
face05369.jpg-face06100.jpg,0.119
face05605.jpg-face01336.jpg,0.328
face04532.jpg-face00728.jpg,0.107
face01665.jpg-face04893.jpg,0
face03160.jpg-face03703.jpg,0.133
face04126.jpg-face01601.jpg,0.103
face04260.jpg-face03896.jpg,0.209
face05360.jpg-face05662.jpg,0.107
face05072.jpg-face05192.jpg,0.178
face05431.jpg-face02519.jpg,0.115
face01189.jpg-face01832.jpg,0.122
face00201.jpg-face05838.jpg,0.056
face00495.jpg-face04138.jpg,0.18
face03662.jpg-face02098.jpg,0.118
face01820.jpg-face02376.jpg,0.106
face04737.jpg-face02648.jpg,0.114
face01183.jpg-face03637.jpg,0.075
face02398.jpg-face04703.jpg,0.156
face01000.jpg-face03215.jpg,0.163
face04467.jpg-face00388.jpg,0.136
face03498.jpg-face01894.jpg,0.166
face03350.jpg-face03070.jpg,0.179
face05138.jpg-face02110.jpg,0.151
face02424.jpg-face05001.jpg,0.227
face02409.jpg-face05996.jpg,0.117
face01790.jpg-face03172.jpg,0.034
face01282.jpg-face04379.jpg,0.122
face05278.jpg-face01024.jpg,0.09
face06120.jpg-face03677.jpg,0.208
face04491.jpg-face01840.jpg,0.035
face02878.jpg-face04269.jpg,0.168
face05356.jpg-face02286.jpg,0.08
face02282.jpg-face00405.jpg,0.158
face03517.jpg-face00381.jpg,0.147
face03367.jpg-face00753.jpg,0.172
face00009.jpg-face02620.jpg,0.014
face05096.jpg-face01944.jpg,0.092
face06116.jpg-face00487.jpg,0
face00555.jpg-face04083.jpg,0.184
face03330.jpg-face00595.jpg,0.041
face00972.jpg-face03143.jpg,0.053
face05218.jpg-face04083.jpg,0.17
face04561.jpg-face05747.jpg,0.333
face02696.jpg-face02042.jpg,0.103
face03499.jpg-face04075.jpg,0.116
face05864.jpg-face03462.jpg,0.153
face00767.jpg-face00905.jpg,0.176
face04700.jpg-face00482.jpg,0.241
face02734.jpg-face01739.jpg,0.094
face03537.jpg-face03919.jpg,0.063
face04933.jpg-face05325.jpg,0.149
face01396.jpg-face00727.jpg,0.183
face01691.jpg-face03411.jpg,0.142
face05428.jpg-face01927.jpg,0.151
face00057.jpg-face02251.jpg,0.115
face05592.jpg-face05865.jpg,0.179
face04063.jpg-face02860.jpg,0.083
face03339.jpg-face05442.jpg,0.156
face02940.jpg-face02592.jpg,0.218
face05034.jpg-face02315.jpg,0.085
face05054.jpg-face04235.jpg,0.156
face04291.jpg-face00193.jpg,0
face03048.jpg-face04736.jpg,0.164
face05939.jpg-face01889.jpg,0.013
face05722.jpg-face01781.jpg,0.196
face01052.jpg-face00017.jpg,0.13
face03116.jpg-face04642.jpg,0.087
face03551.jpg-face00925.jpg,0.213
face00699.jpg-face04604.jpg,0.065
face01955.jpg-face01825.jpg,0.154
face03772.jpg-face01970.jpg,0.026
face02198.jpg-face04120.jpg,0.115
face00577.jpg-face00020.jpg,0.21
face03189.jpg-face00679.jpg,0.023
face00454.jpg-face02521.jpg,0.138
face05373.jpg-face01346.jpg,0.064
face04288.jpg-face01229.jpg,0.224
face01416.jpg-face03969.jpg,0.062
face04001.jpg-face02308.jpg,0.222
face03141.jpg-face04909.jpg,0.124
face03898.jpg-face05704.jpg,0.15
face04230.jpg-face05382.jpg,0.074
face04469.jpg-face05946.jpg,0.144
face03622.jpg-face01295.jpg,0.246
face05740.jpg-face02823.jpg,0.131
face00777.jpg-face05829.jpg,0.118
face01373.jpg-face06048.jpg,0.095
face03811.jpg-face03475.jpg,0.165
face00910.jpg-face05112.jpg,0.158
face00938.jpg-face02848.jpg,0.182
face04532.jpg-face00663.jpg,0.107
face01046.jpg-face05042.jpg,0.153
face05942.jpg-face05451.jpg,0.174
face05512.jpg-face02549.jpg,0.2
face03101.jpg-face03818.jpg,0.143
face00823.jpg-face04728.jpg,0
face04622.jpg-face00829.jpg,0.085
face04124.jpg-face01825.jpg,0.117
face02737.jpg-face01013.jpg,0.098
face01233.jpg-face04011.jpg,0.197
face04283.jpg-face05707.jpg,0.056
face05063.jpg-face00228.jpg,0.16
face02674.jpg-face03816.jpg,0.17
face05009.jpg-face05895.jpg,0
face00089.jpg-face02026.jpg,0.196
face01309.jpg-face00298.jpg,0.019
face04199.jpg-face02065.jpg,0.102
face01937.jpg-face00232.jpg,0.052
face02157.jpg-face00201.jpg,0.203
face00001.jpg-face05927.jpg,0.224
face02331.jpg-face02759.jpg,0.115
face03787.jpg-face03753.jpg,0.244
face06046.jpg-face03538.jpg,0.188
face05874.jpg-face04672.jpg,0.168
face03703.jpg-face00303.jpg,0.153
face03448.jpg-face00591.jpg,0.188
face03256.jpg-face05606.jpg,0.102
face05410.jpg-face04855.jpg,0.058
face02331.jpg-face00655.jpg,0.068
face00488.jpg-face03431.jpg,0.068
face03685.jpg-face05192.jpg,0.161
face01808.jpg-face03928.jpg,0.024
face02653.jpg-face04785.jpg,0.078
face03278.jpg-face04733.jpg,0.189
face03687.jpg-face05410.jpg,0.185
face02777.jpg-face03393.jpg,0.207
face00725.jpg-face04019.jpg,0.149
face01199.jpg-face01937.jpg,0.091
face00981.jpg-face02742.jpg,0.045
face01594.jpg-face01954.jpg,0.059
face03718.jpg-face02458.jpg,0.097
face02675.jpg-face04318.jpg,0.047
face00238.jpg-face02363.jpg,0.166
face01627.jpg-face03947.jpg,0.034
face02511.jpg-face01120.jpg,0.115
face05966.jpg-face01831.jpg,0.065
face01269.jpg-face00078.jpg,0.132
face01035.jpg-face05438.jpg,0.156
face04578.jpg-face02802.jpg,0
face01903.jpg-face03967.jpg,0.06
face00728.jpg-face04444.jpg,0.179
face00106.jpg-face05838.jpg,0.062
face05562.jpg-face04013.jpg,0
face01574.jpg-face00090.jpg,0.057
face01179.jpg-face06095.jpg,0.152
face01223.jpg-face01127.jpg,0.141
face00804.jpg-face05141.jpg,0.201
face05464.jpg-face00293.jpg,0.117
face01688.jpg-face03115.jpg,0.123
face01695.jpg-face04675.jpg,0.131
face00514.jpg-face04176.jpg,0.071
face04442.jpg-face03294.jpg,0.071
face02920.jpg-face01369.jpg,0.155
face04607.jpg-face02788.jpg,0.333
face01219.jpg-face01951.jpg,0.179
face06076.jpg-face00712.jpg,0.076
face04700.jpg-face05233.jpg,0.047
face04491.jpg-face00057.jpg,0.173
face05461.jpg-face03083.jpg,0.099
face03242.jpg-face04782.jpg,0.069
face02866.jpg-face05485.jpg,0.068
face04257.jpg-face02209.jpg,0.125
face05610.jpg-face01350.jpg,0.092
face01743.jpg-face01848.jpg,0.083
face04064.jpg-face04083.jpg,0.171
face03239.jpg-face02121.jpg,0.166
face00634.jpg-face02223.jpg,0.104
face04939.jpg-face00882.jpg,0.04
face01844.jpg-face01658.jpg,0.121
